Rk,Gcar,Gtm,Date,Tm,Unnamed: 5,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,FIP,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Player,PlayerID
4,203,8,Apr 4,SEA,@,SFG,,,,1,1,0,0,0,1,2,0,0,0,2.6,4,18,10,3,3,1,0,0,0,0,,0,0,0,0,0,3,0,0,1,0,0,0,3.48,0.306,2.89,,1.09,5.65,9,,,Andrés Muñoz,munozan01
5,204,11,Apr 7,SEA,,HOU,,,,2,1,0,0,0,0,1,0,0,0,2.3,3,13,9,4,2,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,2.03,0.15,1.62,,0.45,4.25,6,,,Andrés Muñoz,munozan01
6,205,12,Apr 8,SEA,,HOU,,,,0,1,1,0,0,0,1,0,0,0,2.1,4,9,7,1,3,1,2,1,0,0,,0,0,1,0,0,4,0,0,0,0,0,0,4.7,0.302,3.91,,1.05,3.65,6,,,Andrés Muñoz,munozan01
7,206,14,Apr 11,SEA,,TEX,,,,2,1,1,0,0,0,1,0,0,0,1.96,3,14,9,3,1,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,1,0,0,2.05,0.065,1.77,,0.45,3.65,6,,,Andrés Muñoz,munozan01
8,207,16,Apr 13,SEA,,TEX,,,,1,1,1,0,0,0,2,0,0,0,1.6,4,18,10,3,3,2,0,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,1.34,0.065,1.29,,0.45,5.65,9,,,Andrés Muñoz,munozan01
9,208,18,Apr 16,SEA,@,CIN,,,,2,1,0,0,0,0,0,0,0,0,1.77,3,19,13,2,1,2,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.27,0.099,1.11,,0.54,2.25,3,,,Andrés Muñoz,munozan01
10,209,19,Apr 17,SEA,@,CIN,,,,0,1,0,0,0,0,1,0,0,0,1.7,3,13,8,1,4,1,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.58,0.047,0.54,,1.17,4.25,6,,,Andrés Muñoz,munozan01
11,210,21,Apr 19,SEA,@,TOR,,,,1,1,0,0,0,1,1,0,0,0,1.92,4,7,5,0,2,2,0,0,0,0,,0,0,0,0,0,2,0,0,1,0,0,0,4.23,0.308,4.19,,1.1,7.65,12,,,Andrés Muñoz,munozan01
12,211,24,Apr 23,SEA,@,BOS,,,,3,1,0,0,0,0,1,0,0,0,1.85,3,15,9,2,3,1,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.55,0.043,0.6,,0.52,4.25,6,,,Andrés Muñoz,munozan01
13,212,25,Apr 24,SEA,@,BOS,,,,0,1,0,0,0,1,2,0,0,0,1.87,4,18,11,4,3,0,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,2.9,0.206,3.08,,0.52,5.65,9,,,Andrés Muñoz,munozan01
14,213,28,Apr 27,SEA,,MIA,,,,2,1,0,0,0,0,1,0,0,0,1.82,3,9,7,4,1,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,2.03,0.15,2.2,,0.45,4.25,6,,,Andrés Muñoz,munozan01
15,214,29,Apr 29,SEA,,LAA,,,,1,1,0,0,0,0,1,0,0,0,1.77,3,12,10,2,3,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.88,0.065,1.07,,0.45,4.25,6,,,Andrés Muñoz,munozan01
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrés Muñoz,munozan01
16,215,32,May 3,SEA,@,TEX,,,,3,1,0,0,0,1,1,0,0,0,1.92,4,18,10,2,2,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,3.9,0.193,5.18,,0.48,3.65,6,,,Andrés Muñoz,munozan01
17,216,34,May 5,SEA,@,ATH,,,,1,1,1,1,0,1,3,0,0,0,1.81,6,28,17,4,2,1,0,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,4.28,-0.069,6.18,,0.08,7.05,12,,,Andrés Muñoz,munozan01
18,217,36,May 7,SEA,@,ATH,,,,1,1,1,0,0,0,2,0,0,0,1.66,4,18,11,3,5,1,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,4.18,0.188,5.74,,0.47,5.65,9,,,Andrés Muñoz,munozan01
19,218,41,May 13,SEA,,NYY,,,,5,1,0,1,0,0,1,0,1,0,1.79,5,24,16,3,4,3,0,0,0,0,,0,0,1,0,0,4,0,0,0,0,0,0,3.83,-0.224,4.83,,-0.56,3.65,6,,,Andrés Muñoz,munozan01
,,,,,,,,,,1.6,19,7,2,0,8,26,0,1,0,1.79,73,305,,,,3.11,,,,0,,0,,2,0,0,62,0,0,2,2,0,0,3.12,2.259,3.32,,10.01,89.15,141,,,Andrés Muñoz,munozan01
1,31,5,Apr 1,NYM,@,MIA,,,,99,5,3,4,2,1,8,1,0,3.6,3.1,20,77,49,10,15,7,4,2,0,0,56,,,0,1,0,19,2,0,0,0,0,2,0.83,-0.188,0.84,,-1.29,20.85,33,,,Kodai Senga,sengako01
2,32,10,Apr 7,NYM,,MIA,,,,5,5,5,0,0,2,4,0,0,1.8,2.9,19,77,47,12,6,8,5,2,1,0,59,,,1,1,0,17,0,0,0,2,0,0,1.31,0.281,1.44,,2.4,19.05,33,,,Kodai Senga,sengako01
3,33,15,Apr 13,NYM,@,ATH,,,,5,7,4,0,0,2,4,0,0,1.06,2.87,26,79,47,10,9,7,13,5,0,0,71,,,0,0,0,24,1,0,0,2,0,1,1.16,0.408,1.26,,3.26,24.15,43,,,Kodai Senga,sengako01
4,34,21,Apr 19,NYM,,STL,,,,5,5.2,3,0,0,2,4,0,1,0.79,2.97,22,89,58,11,10,3,12,4,1,0,65,,,0,0,0,19,2,0,0,1,0,0,1.21,0.263,1.46,,2.39,21.15,35,,,Kodai Senga,sengako01
5,35,26,Apr 25,NYM,@,WSN,,,,5,6,6,2,2,2,5,0,0,1.26,2.86,24,96,58,16,11,11,6,2,0,0,55,,,0,1,0,22,0,1,0,1,0,0,0.73,0.009,0.96,,0.91,14.7,31,,,Kodai Senga,sengako01
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kodai Senga,sengako01
6,36,32,May 1,NYM,,ARI,,,,5,4,5,1,1,3,6,0,0,1.38,2.8,19,87,50,10,13,3,7,2,1,0,51,,,0,1,0,16,0,0,0,0,0,0,1.55,0.071,1.9,,0.92,14.2,27,,,Kodai Senga,sengako01
7,37,38,May 7,NYM,@,ARI,,,,5,6,2,0,0,5,4,0,0,1.16,3.03,22,89,48,16,6,6,7,2,2,0,67,,,0,1,0,17,1,0,0,1,0,0,1.26,0.371,1.61,,3.07,21.3,40,,,Kodai Senga,sengako01
8,38,43,May 13,NYM,,PIT,,,,5,5.2,6,1,1,2,7,0,0,1.22,2.85,25,102,68,15,14,4,12,4,4,0,58,,,1,0,0,23,2,1,0,0,0,0,1.4,0.265,1.67,,2.29,19.95,35,,,Kodai Senga,sengako01
,,,,,,,,,,5,44.1,34,8,6,19,42,1,1,1.22,2.85,177,696,,,,0.74,,,,0,60,,,2,5,0,157,8,2,0,7,0,3,1.18,1.48,1.39,,13.95,155.35,277,,,Kodai Senga,sengako01
1,107,1,Mar 27,DET,@,LAD,,,,99,5,6,4,4,1,2,2,0,7.2,8.1,22,80,55,14,8,9,10,5,0,0,40,,,0,0,0,21,0,0,0,0,0,0,0.92,-0.3,0.82,,-1.6,3.05,9,,,Tarik Skubal*,skubata01
2,108,6,Apr 2,DET,@,SEA,,,,5,5.2,6,3,3,3,8,1,0,5.91,6.01,25,93,65,12,23,5,9,3,2,0,50,,,0,1,1,22,2,0,0,0,0,0,0.73,-0.094,0.68,,-0.54,17.35,32,,,Tarik Skubal*,skubata01
3,109,11,Apr 8,DET,,NYY,,,,5,6,4,0,0,0,6,0,0,3.78,4.24,22,87,58,14,10,6,10,3,2,0,70,,,0,0,0,22,0,0,0,0,0,0,0.83,0.268,0.94,,2.93,27.1,46,,,Tarik Skubal*,skubata01
4,110,16,Apr 14,DET,@,MIL,,,,5,7,4,0,0,0,9,0,0,2.66,3.15,25,91,64,12,15,8,8,3,2,0,78,,,0,0,0,25,0,0,0,0,0,0,0.26,0.147,0.29,,3.61,35.35,58,,,Tarik Skubal*,skubata01
5,111,22,Apr 20,DET,,KCR,,,,5,5,7,2,2,1,4,0,0,2.83,2.96,22,91,68,21,12,3,14,7,1,0,48,,,0,1,0,21,0,0,0,0,0,0,0.87,-0.005,1.09,,0.44,10.45,21,,,Tarik Skubal*,skubata01
6,112,28,Apr 27,DET,,BAL,,,,6,6,4,0,0,0,11,0,1,2.34,2.44,23,91,61,15,19,4,7,4,1,0,75,,,2,0,0,22,0,0,0,0,0,0,1.16,0.311,1.42,,2.93,36.5,61,,,Tarik Skubal*,skubata01
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarik Skubal*,skubata01
7,113,33,May 2,DET,@,LAA,,,,4,6,4,1,1,0,8,1,0,2.21,2.46,21,73,56,7,16,7,6,3,0,0,68,,,0,0,0,20,1,0,0,1,0,0,0.85,0.17,1.05,,1.97,25.1,43,,,Tarik Skubal*,skubata01
8,114,39,May 9,DET,,TEX,,,,6,7,2,1,1,0,12,0,1,2.08,2.12,24,96,70,11,31,5,6,1,2,0,81,,,0,0,0,23,0,0,0,0,0,0,1.25,0.328,1.52,,2.42,39.95,64,,,Tarik Skubal*,skubata01
,,,,,,,,,,5.1,47.2,37,11,11,5,60,4,2,2.08,2.12,184,702,,,,0.67,,,,0,64,,,2,2,1,176,3,0,0,1,0,0,0.85,0.825,0.97,,12.17,194.85,334,,,Tarik Skubal*,skubata01
1,105,1,Mar 27,BOS,@,TEX,,,,99,5,5,2,2,2,4,0,0,3.6,2.7,21,88,61,11,14,8,7,1,1,0,51,,,0,0,0,19,1,0,0,1,0,0,1.06,0.013,1.02,,0.4,11.05,21,,,Garrett Crochet*,crochga01
2,106,6,Apr 2,BOS,@,BAL,,,,5,8,4,0,0,1,8,0,0,1.38,1.95,27,102,68,17,14,6,12,4,1,0,81,,,0,0,0,26,0,0,0,1,0,0,0.96,0.412,0.81,,3.64,35,58,,,Garrett Crochet*,crochga01
3,107,12,Apr 8,BOS,,TOR,,,,5,5.2,5,4,1,4,5,1,0,1.45,3.1,27,107,65,21,11,9,9,3,0,0,50,,,0,0,0,23,0,0,0,0,0,1,1.2,-0.008,1.26,,0.33,15.35,29,,,Garrett Crochet*,crochga01
4,108,17,Apr 13,BOS,@,CHW,,,,4,7.1,1,1,1,1,11,0,0,1.38,2.37,24,96,65,15,10,6,6,2,2,0,82,,,0,0,0,23,0,0,0,0,0,0,0.99,0.416,0.87,,3.33,39.3,62,,,Garrett Crochet*,crochga01
5,109,22,Apr 19,BOS,,CHW,,,,5,6,4,0,0,2,7,0,0,1.13,2.26,24,96,63,19,12,7,8,4,1,0,69,,,1,0,0,22,0,0,0,0,0,0,0.96,0.333,0.98,,3.11,23.9,43,,,Garrett Crochet*,crochga01
6,110,27,Apr 24,BOS,,SEA,,,,4,5,5,4,4,5,9,0,0,1.95,2.29,25,110,65,13,17,6,5,3,0,0,45,,,2,0,0,19,1,0,0,0,1,0,1.03,-0.178,1.14,,-1.41,15.25,30,,,Garrett Crochet*,crochga01
7,111,31,Apr 29,BOS,@,TOR,,,,4,7,4,2,2,3,6,1,0,2.05,2.65,27,94,62,13,9,8,10,6,0,0,64,,,1,1,0,24,1,0,0,0,0,0,0.5,0.155,0.6,,1.39,23.55,43,,,Garrett Crochet*,crochga01
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garrett Crochet*,crochga01
8,112,36,May 4,BOS,,MIN,,,,4,5,4,1,1,2,6,1,0,2.02,2.84,21,89,54,9,14,8,5,2,0,0,59,,,0,1,0,19,0,0,0,0,0,1,1.02,0.171,1.09,,1.6,17.65,30,,,Garrett Crochet*,crochga01
9,113,41,May 10,BOS,@,KCR,,,,5,7,7,1,1,1,9,0,0,1.93,2.6,29,106,75,16,18,10,9,5,1,0,67,,,1,1,0,28,1,0,0,0,0,1,0.96,0.213,0.98,,2.52,30.95,55,,,Garrett Crochet*,crochga01
,,,,,,,,,,4.5,56,39,15,12,21,65,3,0,1.93,2.6,225,888,,,,0.96,,,,0,63,,,5,3,0,203,4,0,0,2,1,3,0.96,1.527,0.97,,14.92,212,371,,,Garrett Crochet*,crochga01
1,179,1,Mar 27,MIL,@,NYY,,,,99,5,4,2,2,1,8,2,0,3.6,5.7,20,93,58,15,14,4,7,2,1,0,58,,,0,0,0,19,0,0,0,0,0,0,0.79,0.021,0.7,,0.47,20.25,33,,,Freddy Peralta,peralfr01
2,180,6,Apr 2,MIL,,KCR,,,,5,8,2,1,1,0,8,0,0,2.08,2.87,26,97,66,15,18,5,13,4,1,0,82,,,0,0,0,26,1,0,0,0,0,0,0.95,0.454,0.72,,3.13,30.8,49,,,Freddy Peralta,peralfr01
3,181,11,Apr 8,MIL,@,COL,,,,5,5,3,1,1,3,6,1,0,2,3.49,21,83,49,8,14,5,7,4,0,0,60,,,3,0,0,18,0,0,0,0,0,0,0.98,0.193,0.91,,1.73,21.65,36,,,Freddy Peralta,peralfr01
4,182,16,Apr 13,MIL,@,ARI,,,,4,5.1,4,2,2,4,6,0,1,2.31,3.53,25,104,58,13,17,4,10,3,1,0,54,,,0,0,0,19,3,0,0,0,0,0,1.44,0.003,1.48,,0.48,14.6,28,,,Freddy Peralta,peralfr01
5,183,20,Apr 18,MIL,,ATH,,,,4,5,7,0,0,1,5,0,0,1.91,3.21,22,93,55,8,16,5,11,4,3,0,57,,,0,0,0,21,0,0,0,1,0,0,1.18,0.274,1.12,,2.58,20.45,36,,,Freddy Peralta,peralfr01
6,184,25,Apr 23,MIL,@,SFG,,,,4,5,5,3,3,2,3,0,0,2.43,3.19,22,95,58,15,6,6,11,5,3,0,46,,,0,0,0,20,0,0,0,0,0,0,0.98,0.051,1.05,,0.52,7.05,15,,,Freddy Peralta,peralfr01
7,185,30,Apr 29,MIL,@,CHW,,,,5,6,3,2,2,3,5,2,0,2.52,3.81,24,93,54,15,9,8,8,0,2,0,60,,,1,0,0,20,0,0,0,0,0,0,0.78,0.064,0.67,,0.88,19.9,37,,,Freddy Peralta,peralfr01
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freddy Peralta,peralfr01
8,186,35,May 4,MIL,,CHC,,,,4,6,4,0,0,1,7,0,0,2.18,3.48,21,89,55,12,9,4,9,5,2,0,70,,,0,1,0,20,0,0,0,1,0,0,1.09,0.359,1.01,,3.09,28.5,49,,,Freddy Peralta,peralfr01
9,187,42,May 12,MIL,@,CLE,,,,7,5.1,4,4,4,3,4,0,0,2.66,3.46,23,95,57,15,11,9,7,4,1,0,45,,,3,0,0,20,1,0,0,0,0,0,0.95,-0.151,0.78,,-1.58,7.8,16,,,Freddy Peralta,peralfr01
,,,,,,,,,,4.8,50.2,36,15,15,18,52,5,1,2.66,3.46,204,842,,,,0.6,,,,0,59,,,7,1,0,183,5,0,0,2,0,0,1.02,1.268,0.94,,11.3,171,299,,,Freddy Peralta,peralfr01
1,85,2,Mar 29,MIN,@,STL,,,,99,5,5,1,1,0,5,0,2,1.8,2.3,21,81,55,19,5,7,7,1,1,0,58,,,1,1,1,19,0,0,0,0,0,0,1.12,0.177,0.95,,1.53,15.05,27,,,Joe Ryan,ryanjo04
2,86,7,Apr 3,MIN,,HOU,,,,4,5,5,4,4,0,6,2,2,4.5,4.7,21,83,49,16,10,2,11,2,3,0,47,,,0,1,0,19,0,0,0,0,0,0,0.96,-0.2,0.86,,-1.48,11.05,21,,,Joe Ryan,ryanjo04
3,87,12,Apr 9,MIN,@,KCR,,,,5,7,2,0,0,0,4,0,0,2.65,3.57,22,85,63,15,9,8,10,4,2,0,77,,,0,0,0,22,1,0,0,0,0,0,0.98,0.451,0.76,,3.52,26.55,43,,,Joe Ryan,ryanjo04
4,88,17,Apr 14,MIN,,NYM,,,,4,5,3,1,1,2,8,0,0,2.45,3.01,20,101,65,16,14,3,7,2,3,0,63,,,1,0,0,18,2,0,0,0,0,0,1.07,0.137,0.74,,1.52,22.25,36,,,Joe Ryan,ryanjo04
5,89,22,Apr 20,MIN,@,ATL,,,,5,5,8,6,6,1,5,3,1,4,4.33,25,93,65,16,7,9,9,2,1,0,31,,,1,0,0,23,1,0,0,0,0,0,0.43,-0.285,0.28,,-3.44,3.25,12,,,Joe Ryan,ryanjo04
6,90,28,Apr 27,MIN,,LAA,,,,6,7,4,0,0,1,11,0,0,3.18,3.51,25,98,67,11,25,2,11,2,4,0,79,,,0,1,0,24,2,0,0,0,0,0,0.95,0.398,0.7,,3.52,38.75,64,,,Joe Ryan,ryanjo04
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joe Ryan,ryanjo04
7,91,33,May 2,MIN,@,BOS,,,,4,6,4,1,1,1,8,1,0,2.93,3.45,24,92,62,10,15,6,9,2,0,0,67,,,2,0,0,23,1,0,0,0,0,1,1.16,0.25,0.76,,2.11,24.5,43,,,Joe Ryan,ryanjo04
8,92,40,May 10,MIN,,SFG,,,,7,6,2,1,1,0,7,1,0,2.74,3.39,20,76,48,14,10,3,10,0,6,0,71,,,0,0,0,20,0,0,0,0,0,0,0.84,0.249,0.66,,2.02,28.3,46,,,Joe Ryan,ryanjo04
,,,,,,,,,,5,46,33,14,14,5,54,7,5,2.74,3.39,178,709,,,,0.54,,,,0,62,,,5,3,1,168,7,0,0,0,0,1,0.93,1.177,0.71,,9.3,169.7,292,,,Joe Ryan,ryanjo04
1,73,4,Mar 31,PHI,,COL,,,,99,5.1,4,1,1,2,7,1,0,1.69,4.04,22,93,59,9,15,5,8,6,0,0,61,,,0,0,0,20,0,0,0,0,0,0,1.12,0.142,1.11,,1.74,20.4,34,,,Cristopher Sánchez*,sanchcr01
2,74,9,Apr 6,PHI,,LAD,,,,5,5.2,6,4,4,1,9,2,1,4.09,4.83,25,88,60,23,15,7,7,1,0,0,49,,,0,0,0,23,1,0,0,0,0,0,0.76,-0.064,0.85,,-1.1,17.95,32,,,Cristopher Sánchez*,sanchcr01
3,75,14,Apr 12,PHI,@,STL,,,,5,6.1,8,1,1,2,3,0,0,3.12,4.2,26,95,64,18,5,10,11,7,1,0,54,,,0,0,0,24,1,0,0,4,0,0,1.32,0.195,1.41,,1.62,16.25,35,,,Cristopher Sánchez*,sanchcr01
4,76,19,Apr 17,PHI,,SFG,,,,4,7,4,3,2,1,12,1,1,2.96,3.68,28,97,69,15,24,10,4,1,0,0,70,,,0,0,0,26,1,0,0,1,0,2,0.76,0.081,0.78,,0.5,36.15,61,,,Cristopher Sánchez*,sanchcr01
5,77,24,Apr 22,PHI,@,NYM,,,,4,2,4,2,2,2,2,0,0,3.42,3.71,11,58,33,8,7,5,2,2,0,0,40,,,0,1,0,9,1,0,0,0,0,0,1.16,-0.129,1.38,,-1.04,0.9,6,,,Cristopher Sánchez*,sanchcr01
6,78,30,Apr 30,PHI,,WSN,,,,7,5,5,2,2,3,6,0,1,3.45,3.61,23,87,51,15,11,7,6,3,0,0,52,,,0,0,0,19,1,0,0,1,0,0,1.15,0.09,1.29,,0.5,17.85,33,,,Cristopher Sánchez*,sanchcr01
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cristopher Sánchez*,sanchcr01
7,79,36,May 7,PHI,@,TBR,,,,6,6,1,0,0,3,5,0,0,2.89,3.5,22,85,47,13,7,12,2,0,1,0,72,,,0,0,0,19,0,0,0,0,0,0,0.56,0.198,0.62,,2.88,25.1,43,,,Cristopher Sánchez*,sanchcr01
8,80,41,May 12,PHI,,STL,,,,4,6,4,2,2,3,8,1,1,2.91,3.66,26,98,59,15,12,5,9,7,0,0,61,,,0,0,0,22,1,0,0,0,0,0,1.2,0.037,1.52,,1,20.7,40,,,Cristopher Sánchez*,sanchcr01
,,,,,,,,,,5,43.1,36,15,14,17,52,5,4,2.91,3.66,183,701,,,,1.24,,,,0,57,,,0,1,0,162,6,0,0,6,0,2,1,0.55,1.11,,6.09,155.3,284,,,Cristopher Sánchez*,sanchcr01
1,24,1,Mar 27,PIT,@,MIA,,,,99,5.1,3,2,2,2,7,0,0,3.38,1.6,20,94,64,13,14,8,3,2,1,0,59,,,0,0,0,18,1,0,0,1,0,1,1.14,0.114,1.09,,1.29,19,31,,,Paul Skenes,skenepa01
2,25,7,Apr 2,PIT,@,TBR,,,,5,7,3,1,0,0,6,0,0,1.46,1.48,24,102,72,17,12,10,8,3,1,0,75,,,0,0,0,24,0,0,0,0,0,0,0.99,0.343,0.78,,2.36,29.95,49,,,Paul Skenes,skenepa01
3,26,12,Apr 8,PIT,,STL,,,,5,6,6,5,5,1,7,0,0,3.44,1.41,26,98,63,13,14,10,8,5,0,0,46,,,0,0,0,25,1,1,0,0,0,1,0.78,-0.22,0.68,,-1.93,13.3,24,,,Paul Skenes,skenepa01
4,27,17,Apr 14,PIT,,WSN,,,,5,6,3,2,1,0,6,0,1,2.96,1.46,23,99,64,19,10,10,6,3,0,0,66,,,0,0,0,22,1,0,0,0,0,1,0.79,0.235,0.5,,1.07,25.1,43,,,Paul Skenes,skenepa01
5,28,22,Apr 19,PIT,,CLE,,,,4,7,6,2,2,1,4,1,0,2.87,2.08,25,103,68,6,13,9,11,4,1,0,60,,,0,0,0,24,2,0,0,3,0,0,0.93,0.109,0.57,,1.58,15.55,31,,,Paul Skenes,skenepa01
6,29,27,Apr 25,PIT,@,LAD,,,,5,6.1,5,0,0,0,9,0,0,2.39,1.78,24,108,69,19,16,4,11,5,0,0,72,,,0,0,0,24,3,0,0,0,0,0,1.09,0.356,0.69,,3.11,33.25,56,,,Paul Skenes,skenepa01
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Skenes,skenepa01
7,30,32,May 1,PIT,,CHC,,,,5,5,5,3,3,4,2,3,0,2.74,3.03,23,86,49,13,9,4,13,5,1,0,43,,,0,0,0,19,0,0,0,1,0,0,1.11,-0.123,0.63,,-0.44,3.85,12,,,Paul Skenes,skenepa01
8,31,37,May 6,PIT,@,STL,,,,4,6,3,2,2,4,6,0,0,2.77,3.04,25,102,60,12,12,9,6,3,1,0,60,,,0,0,0,21,1,0,0,0,0,0,1.09,-0.019,0.33,,1.03,17.3,34,,,Paul Skenes,skenepa01
9,32,42,May 12,PIT,@,NYM,,,,5,6,6,1,1,3,6,0,0,2.63,2.99,25,92,56,15,8,8,8,5,2,0,59,,,0,0,0,22,3,0,0,2,0,0,1.41,0.218,0.34,,1.88,18.1,37,,,Paul Skenes,skenepa01
,,,,,,,,,,4.8,54.2,40,18,16,15,53,4,1,2.63,2.99,215,884,,,,0.97,,,,0,60,,,0,0,0,199,12,1,0,7,0,3,1.03,1.013,0.61,,9.94,175.4,317,,,Paul Skenes,skenepa01
1,1,5,Apr 1,CHW,,MIN,,,,99,5.2,2,2,2,4,3,0,0,3.18,4.16,22,73,45,11,10,9,6,1,0,0,56,,,0,0,0,18,0,0,0,1,0,0,1,0.277,0.96,,2.45,11.15,20,,,Shane Smith,smithsh02
2,2,10,Apr 8,CHW,@,CLE,,,,6,6,2,0,0,1,6,0,1,1.54,3.1,22,83,51,14,9,9,5,4,0,0,73,,,0,0,0,20,0,0,0,0,0,0,1.18,0.352,0.9,,2.93,23.1,40,,,Shane Smith,smithsh02
3,3,15,Apr 13,CHW,,BOS,,,,4,6,5,2,2,2,3,0,0,2.04,3.1,24,79,50,6,8,7,12,5,1,0,55,,,0,0,0,22,1,0,0,1,0,0,1.02,0.022,0.7,,0.88,11.3,25,,,Shane Smith,smithsh02
4,4,20,Apr 19,CHW,@,BOS,,,,5,4.2,4,3,3,1,3,1,3,2.82,3.95,22,73,45,11,9,2,13,2,1,0,46,,,0,0,0,18,1,0,0,0,0,0,1.03,-0.083,0.42,,-0.51,5.7,14,,,Shane Smith,smithsh02
5,5,25,Apr 24,CHW,@,MIN,,,,4,5,4,0,0,1,7,0,0,2.3,3.4,19,82,50,13,11,6,5,2,0,0,65,,,0,0,1,18,1,0,0,0,0,0,1.08,0.29,0.35,,2.52,26.25,42,,,Shane Smith,smithsh02
6,6,30,Apr 30,CHW,,MIL,,,,5,5,6,3,1,3,4,0,1,2.23,3.47,24,80,51,14,6,8,8,4,1,0,48,,,0,0,0,19,2,0,0,1,1,1,1.15,-0.096,0.28,,-0.6,11.25,24,,,Shane Smith,smithsh02
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shane Smith,smithsh02
7,7,35,May 5,CHW,@,KCR,,,,4,5,5,2,2,3,5,0,0,2.41,3.4,23,91,59,14,8,8,7,4,1,0,51,,,2,0,0,20,1,0,0,0,0,0,1.09,-0.018,0.28,,0.13,12.45,24,,,Shane Smith,smithsh02
8,8,40,May 10,CHW,,MIA,,,,4,6,4,0,0,0,7,0,0,2.08,3.03,21,87,58,14,16,7,7,0,2,0,71,,,1,1,0,21,1,0,0,0,0,0,1.26,0.363,0.14,,2.88,25.1,43,,,Shane Smith,smithsh02
,,,,,,,,,,4.6,43.1,32,12,10,15,38,1,5,2.08,3.03,177,648,,,,0.89,,,,0,58,,,3,1,1,156,7,0,0,3,1,1,1.11,1.107,0.49,,10.68,126.3,232,,,Shane Smith,smithsh02
1,147,1,Mar 27,SFG,@,CIN,,,,99,5,6,3,3,3,5,0,0,5.4,2.9,22,78,46,20,6,7,7,4,1,0,45,,,0,0,0,19,0,0,0,1,0,0,1,-0.048,0.95,,-0.32,9.85,21,,,Logan Webb,webblo01
2,148,5,Apr 1,SFG,@,HOU,,,,4,7,5,1,1,0,6,1,0,3,3.1,23,100,68,18,12,10,7,4,0,0,69,,,0,0,0,23,0,0,0,3,0,0,1.18,0.332,1.12,,2.36,26.75,46,,,Logan Webb,webblo01
3,149,10,Apr 7,SFG,,CIN,,,,5,7,4,0,0,0,10,0,0,1.89,2.05,24,97,66,21,10,8,6,5,0,0,79,,,0,1,0,23,0,0,0,0,0,0,1.13,0.431,1.25,,3.29,33.35,55,,,Logan Webb,webblo01
4,150,15,Apr 13,SFG,@,NYY,,,,5,5,5,3,3,4,5,0,0,2.63,2.35,24,97,57,15,11,7,8,5,1,0,46,,,0,0,0,20,3,0,0,0,0,0,0.84,-0.111,0.92,,-0.53,13.85,27,,,Logan Webb,webblo01
5,151,20,Apr 18,SFG,@,LAA,,,,4,6,4,2,1,0,12,0,0,2.4,1.7,23,105,70,21,16,8,3,2,0,0,70,,,0,0,0,23,3,0,0,0,0,1,0.62,0.01,0.63,,0.97,33.1,55,,,Logan Webb,webblo01
6,152,25,Apr 23,SFG,,MIL,,,,4,6.1,6,0,0,3,6,0,0,1.98,1.86,27,106,71,23,11,10,8,6,0,0,64,,,0,0,0,24,0,0,0,0,0,0,1.2,0.316,1.32,,2.41,24.85,47,,,Logan Webb,webblo01
